iteration,group1,group2,status
312,"['AMZN', 'BRK-B', 'DIS', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MA', 'MRK', 'NFLX', 'PFE', 'T', 'VZ']","['AAPL', 'ABT', 'ADBE', 'BAC', 'CSCO', 'GOOGL', 'MSFT', 'NVDA', 'PEP', 'PG', 'UNH', 'V', 'WMT', 'XOM']",untrained
313,"['AAPL', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'V', 'WMT', 'XOM']","['ABT', 'AMZN', 'DIS', 'KO', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'VZ']",untrained
314,"['ADBE', 'AMZN', 'BRK-B', 'CSCO', 'DIS', 'INTC', 'KO', 'MSFT', 'PFE', 'T', 'V', 'VZ', 'WMT', 'XOM']","['AAPL', 'ABT', 'BAC', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MA', 'MRK', 'NFLX', 'NVDA', 'PEP', 'PG', 'UNH']",untrained
315,"['AAPL', 'ABT', 'AMZN', 'DIS', 'GOOGL', 'HD', 'JNJ', 'KO', 'MA', 'MSFT', 'PEP', 'VZ', 'WMT', 'XOM']","['ADBE', 'BAC', 'BRK-B', 'CSCO', 'INTC', 'JPM', 'MRK', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'UNH', 'V']",untrained
316,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'GOOGL', 'JPM', 'KO', 'MA', 'MSFT', 'NFLX', 'PG', 'V', 'VZ', 'XOM']","['BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'INTC', 'JNJ', 'MRK', 'NVDA', 'PEP', 'PFE', 'T', 'UNH', 'WMT']",untrained
317,"['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'JNJ', 'JPM', 'KO', 'MRK', 'NFLX', 'NVDA', 'PFE', 'V', 'XOM']","['ADBE', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'MA', 'MSFT', 'PEP', 'PG', 'T', 'UNH', 'VZ', 'WMT']",untrained
318,"['ABT', 'AMZN', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'MRK', 'MSFT', 'PEP', 'PG', 'V', 'VZ', 'WMT', 'XOM']","['AAPL', 'ADBE', 'BAC', 'CSCO', 'DIS', 'HD', 'JPM', 'KO', 'MA', 'NFLX', 'NVDA', 'PFE', 'T', 'UNH']",untrained
319,"['ABT', 'BRK-B', 'HD', 'JNJ', 'JPM', 'MRK', 'NVDA', 'PEP', 'PG', 'T', 'V', 'VZ', 'WMT', 'XOM']","['AAPL', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'KO', 'MA', 'MSFT', 'NFLX', 'PFE', 'UNH']",untrained
320,"['AAPL', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'KO', 'MRK', 'MSFT', 'NVDA', 'PEP', 'PG', 'WMT']","['ABT', 'ADBE', 'AMZN', 'BRK-B', 'HD', 'INTC', 'MA', 'NFLX', 'PFE', 'T', 'UNH', 'V', 'VZ', 'XOM']",untrained
321,"['ABT', 'BAC', 'CSCO', 'DIS', 'HD', 'JNJ', 'JPM', 'MRK', 'MSFT', 'PEP', 'PFE', 'UNH', 'VZ', 'WMT']","['AAPL', 'ADBE', 'AMZN', 'BRK-B', 'GOOGL', 'INTC', 'KO', 'MA', 'NFLX', 'NVDA', 'PG', 'T', 'V', 'XOM']",untrained
322,"['AAPL', 'ABT', 'ADBE', 'CSCO', 'HD', 'INTC', 'KO', 'MA', 'NFLX', 'NVDA', 'PEP', 'PG', 'WMT', 'XOM']","['AMZN', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'MRK', 'MSFT', 'PFE', 'T', 'UNH', 'V', 'VZ']",untrained
323,"['AMZN', 'BRK-B', 'CSCO', 'GOOGL', 'JNJ', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PG', 'V', 'WMT', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'DIS', 'HD', 'INTC', 'JPM', 'KO', 'PEP', 'PFE', 'T', 'UNH', 'VZ']",untrained
324,"['ABT', 'ADBE', 'BAC', 'CSCO', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'PEP', 'PG', 'V']","['AAPL', 'AMZN', 'BRK-B', 'DIS', 'GOOGL', 'KO', 'NFLX', 'NVDA', 'PFE', 'T', 'UNH', 'VZ', 'WMT', 'XOM']",untrained
325,"['AMZN', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MA', 'MRK', 'NVDA', 'PEP', 'PG', 'V', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'DIS', 'INTC', 'KO', 'MSFT', 'NFLX', 'PFE', 'T', 'UNH', 'VZ', 'WMT']",untrained
326,"['ABT', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'KO', 'MA', 'MRK', 'NVDA', 'PFE', 'V']","['AAPL', 'AMZN', 'HD', 'JNJ', 'JPM', 'MSFT', 'NFLX', 'PEP', 'PG', 'T', 'UNH', 'VZ', 'WMT', 'XOM']",untrained
327,"['AAPL', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'KO', 'MSFT', 'NFLX', 'PEP', 'PG', 'T', 'XOM']","['ABT', 'ADBE', 'AMZN', 'BAC', 'JNJ', 'JPM', 'MA', 'MRK', 'NVDA', 'PFE', 'UNH', 'V', 'VZ', 'WMT']",untrained
328,"['AAPL', 'ABT', 'AMZN', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'HD', 'JNJ', 'MA', 'NVDA', 'PFE', 'T', 'VZ']","['ADBE', 'BRK-B', 'INTC', 'JPM', 'KO', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PG', 'UNH', 'V', 'WMT', 'XOM']",untrained
329,"['ABT', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'INTC', 'JNJ', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PFE', 'VZ', 'WMT']","['AAPL', 'ADBE', 'CSCO', 'GOOGL', 'HD', 'JPM', 'KO', 'MA', 'PEP', 'PG', 'T', 'UNH', 'V', 'XOM']",untrained
330,"['ABT', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'MSFT', 'NFLX', 'PEP', 'T', 'V', 'WMT', 'XOM']","['AAPL', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'HD', 'KO', 'MA', 'MRK', 'NVDA', 'PFE', 'PG', 'UNH', 'VZ']",untrained
331,"['ABT', 'AMZN', 'BRK-B', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'MA', 'MSFT', 'NVDA', 'PEP', 'PFE', 'V', 'WMT']","['AAPL', 'ADBE', 'BAC', 'DIS', 'HD', 'JPM', 'KO', 'MRK', 'NFLX', 'PG', 'T', 'UNH', 'VZ', 'XOM']",untrained
332,"['ABT', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'JPM', 'MA', 'MRK', 'NVDA', 'PEP', 'VZ', 'XOM']","['AAPL', 'AMZN', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MSFT', 'NFLX', 'PFE', 'PG', 'T', 'UNH', 'V', 'WMT']",untrained
333,"['AAPL', 'BAC', 'GOOGL', 'JNJ', 'JPM', 'KO', 'MSFT', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'XOM']","['ABT', 'ADBE', 'AMZN', 'BRK-B', 'CSCO', 'DIS', 'HD', 'INTC', 'MA', 'MRK', 'NFLX', 'V', 'VZ', 'WMT']",untrained
334,"['ABT', 'ADBE', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'NFLX', 'PEP', 'PFE', 'PG', 'V', 'VZ', 'XOM']","['AAPL', 'AMZN', 'BAC', 'HD', 'JNJ', 'JPM', 'KO', 'MA', 'MRK', 'MSFT', 'NVDA', 'T', 'UNH', 'WMT']",untrained
335,"['AMZN', 'BRK-B', 'GOOGL', 'JNJ', 'MA', 'MRK', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'UNH', 'VZ', 'WMT']","['AAPL', 'ABT', 'ADBE', 'BAC', 'CSCO', 'DIS', 'HD', 'INTC', 'JPM', 'KO', 'MSFT', 'PEP', 'V', 'XOM']",untrained
336,"['AAPL', 'ABT', 'ADBE', 'BAC', 'BRK-B', 'DIS', 'HD', 'MSFT', 'PEP', 'PFE', 'T', 'UNH', 'V', 'WMT']","['AMZN', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'KO', 'MA', 'MRK', 'NFLX', 'NVDA', 'PG', 'VZ', 'XOM']",untrained
337,"['ADBE', 'AMZN', 'DIS', 'GOOGL', 'HD', 'JNJ', 'KO', 'MA', 'MRK', 'PEP', 'PG', 'T', 'WMT', 'XOM']","['AAPL', 'ABT', 'BAC', 'BRK-B', 'CSCO', 'INTC', 'JPM', 'MSFT', 'NFLX', 'NVDA', 'PFE', 'UNH', 'V', 'VZ']",untrained
338,"['AAPL', 'AMZN', 'CSCO', 'DIS', 'GOOGL', 'KO', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'WMT', 'XOM']","['ABT', 'ADBE', 'BAC', 'BRK-B', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'MRK', 'PG', 'UNH', 'V', 'VZ']",untrained
339,"['AAPL', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'MA', 'MRK', 'NFLX', 'PEP', 'PFE', 'UNH', 'V', 'VZ']","['ABT', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MSFT', 'NVDA', 'PG', 'T', 'WMT', 'XOM']",untrained
340,"['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'INTC', 'JNJ', 'JPM', 'PEP', 'PFE', 'PG', 'VZ']","['ADBE', 'GOOGL', 'HD', 'KO', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'T', 'UNH', 'V', 'WMT', 'XOM']",untrained
341,"['AAPL', 'ABT', 'ADBE', 'BAC', 'DIS', 'GOOGL', 'HD', 'JPM', 'MSFT', 'PEP', 'PFE', 'V', 'VZ', 'XOM']","['AMZN', 'BRK-B', 'CSCO', 'INTC', 'JNJ', 'KO', 'MA', 'MRK', 'NFLX', 'NVDA', 'PG', 'T', 'UNH', 'WMT']",untrained
342,"['AAPL', 'ABT', 'AMZN', 'BRK-B', 'JNJ', 'KO', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PG', 'UNH', 'V']","['ADBE', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'JPM', 'MA', 'PFE', 'T', 'VZ', 'WMT', 'XOM']",untrained
343,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'BAC', 'DIS', 'HD', 'JPM', 'MSFT', 'NFLX', 'NVDA', 'PFE', 'UNH', 'WMT']","['BRK-B', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MA', 'MRK', 'PEP', 'PG', 'T', 'V', 'VZ', 'XOM']",untrained
344,"['CSCO', 'DIS', 'JNJ', 'MSFT', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'UNH', 'V', 'VZ', 'WMT', 'XOM']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'JPM', 'KO', 'MA', 'MRK', 'PEP']",untrained
345,"['ABT', 'BAC', 'CSCO', 'DIS', 'HD', 'INTC', 'KO', 'MA', 'MRK', 'MSFT', 'PG', 'T', 'UNH', 'VZ']","['AAPL', 'ADBE', 'AMZN', 'BRK-B', 'GOOGL', 'JNJ', 'JPM', 'NFLX', 'NVDA', 'PEP', 'PFE', 'V', 'WMT', 'XOM']",untrained
346,"['ADBE', 'AMZN', 'CSCO', 'HD', 'JNJ', 'JPM', 'MA', 'MSFT', 'NFLX', 'PEP', 'PFE', 'UNH', 'V', 'WMT']","['AAPL', 'ABT', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'KO', 'MRK', 'NVDA', 'PG', 'T', 'VZ', 'XOM']",untrained
347,"['ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'HD', 'INTC', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'V', 'WMT']","['AAPL', 'ADBE', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'KO', 'MA', 'MRK', 'MSFT', 'PG', 'UNH', 'VZ', 'XOM']",untrained
348,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'BRK-B', 'GOOGL', 'JPM', 'MSFT', 'NVDA', 'PG', 'T', 'V', 'VZ', 'XOM']","['BAC', 'CSCO', 'DIS', 'HD', 'INTC', 'JNJ', 'KO', 'MA', 'MRK', 'NFLX', 'PEP', 'PFE', 'UNH', 'WMT']",untrained
349,"['AMZN', 'BAC', 'GOOGL', 'HD', 'INTC', 'JPM', 'KO', 'NFLX', 'PEP', 'PG', 'UNH', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BRK-B', 'CSCO', 'DIS', 'JNJ', 'MA', 'MRK', 'MSFT', 'NVDA', 'PFE', 'T', 'WMT']",untrained
350,"['AMZN', 'BAC', 'DIS', 'INTC', 'KO', 'MRK', 'NFLX', 'NVDA', 'PEP', 'PG', 'T', 'UNH', 'V', 'WMT']","['AAPL', 'ABT', 'ADBE', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MA', 'MSFT', 'PFE', 'VZ', 'XOM']",untrained
351,"['ADBE', 'AMZN', 'BAC', 'BRK-B', 'GOOGL', 'HD', 'MA', 'NFLX', 'NVDA', 'PEP', 'PFE', 'UNH', 'V', 'XOM']","['AAPL', 'ABT', 'CSCO', 'DIS', 'INTC', 'JNJ', 'JPM', 'KO', 'MRK', 'MSFT', 'PG', 'T', 'VZ', 'WMT']",untrained
352,"['AAPL', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'JNJ', 'KO', 'MA', 'NFLX', 'NVDA', 'PG', 'XOM']","['ABT', 'ADBE', 'HD', 'INTC', 'JPM', 'MRK', 'MSFT', 'PEP', 'PFE', 'T', 'UNH', 'V', 'VZ', 'WMT']",untrained
353,"['AAPL', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'JPM', 'KO', 'MA', 'PFE', 'V', 'WMT', 'XOM']","['ABT', 'ADBE', 'BRK-B', 'DIS', 'INTC', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PG', 'T', 'UNH', 'VZ']",untrained
354,"['ADBE', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JPM', 'KO', 'MA', 'MRK', 'NFLX', 'PG', 'V', 'VZ']","['AAPL', 'ABT', 'AMZN', 'BAC', 'DIS', 'JNJ', 'MSFT', 'NVDA', 'PEP', 'PFE', 'T', 'UNH', 'WMT', 'XOM']",untrained
355,"['BAC', 'BRK-B', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MA', 'MRK', 'MSFT', 'NFLX', 'PG', 'T', 'UNH']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'CSCO', 'DIS', 'GOOGL', 'NVDA', 'PEP', 'PFE', 'V', 'VZ', 'WMT', 'XOM']",untrained
356,"['ABT', 'BAC', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'KO', 'MA', 'MRK', 'NFLX', 'PG', 'V', 'VZ']","['AAPL', 'ADBE', 'AMZN', 'CSCO', 'DIS', 'HD', 'MSFT', 'NVDA', 'PEP', 'PFE', 'T', 'UNH', 'WMT', 'XOM']",untrained
357,"['AAPL', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'JNJ', 'MRK', 'NFLX', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'VZ']","['ABT', 'AMZN', 'DIS', 'GOOGL', 'HD', 'INTC', 'JPM', 'KO', 'MA', 'MSFT', 'NVDA', 'V', 'WMT', 'XOM']",untrained
358,"['AAPL', 'AMZN', 'CSCO', 'GOOGL', 'HD', 'JPM', 'KO', 'MA', 'MRK', 'PEP', 'PFE', 'PG', 'WMT', 'XOM']","['ABT', 'ADBE', 'BAC', 'BRK-B', 'DIS', 'INTC', 'JNJ', 'MSFT', 'NFLX', 'NVDA', 'T', 'UNH', 'V', 'VZ']",untrained
359,"['AAPL', 'ADBE', 'BAC', 'CSCO', 'JNJ', 'JPM', 'KO', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'UNH']","['ABT', 'AMZN', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'INTC', 'MA', 'MRK', 'PG', 'V', 'VZ', 'WMT', 'XOM']",untrained
360,"['ABT', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'VZ', 'XOM']","['AAPL', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'KO', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'V', 'WMT']",untrained
361,"['AAPL', 'AMZN', 'CSCO', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PFE', 'VZ']","['ABT', 'ADBE', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'MA', 'NVDA', 'PG', 'T', 'UNH', 'V', 'WMT', 'XOM']",untrained
362,"['ABT', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'INTC', 'KO', 'MSFT', 'T', 'UNH', 'WMT']","['AAPL', 'DIS', 'JNJ', 'JPM', 'MA', 'MRK', 'NFLX', 'NVDA', 'PEP', 'PFE', 'PG', 'V', 'VZ', 'XOM']",untrained
363,"['AAPL', 'ABT', 'BRK-B', 'DIS', 'HD', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PG', 'T', 'UNH', 'VZ']","['ADBE', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'KO', 'PEP', 'PFE', 'V', 'WMT', 'XOM']",untrained
364,"['ABT', 'BRK-B', 'CSCO', 'GOOGL', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'PEP', 'PFE', 'T', 'UNH', 'V']","['AAPL', 'ADBE', 'AMZN', 'BAC', 'DIS', 'HD', 'INTC', 'KO', 'NFLX', 'NVDA', 'PG', 'VZ', 'WMT', 'XOM']",untrained
365,"['ABT', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MSFT', 'NVDA', 'PEP', 'UNH', 'VZ']","['AAPL', 'AMZN', 'DIS', 'INTC', 'KO', 'MA', 'MRK', 'NFLX', 'PFE', 'PG', 'T', 'V', 'WMT', 'XOM']",untrained
366,"['ABT', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'HD', 'JNJ', 'KO', 'MA', 'MSFT', 'NVDA', 'PFE', 'T', 'UNH']","['AAPL', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'JPM', 'MRK', 'NFLX', 'PEP', 'PG', 'V', 'VZ', 'WMT', 'XOM']",untrained
367,"['AMZN', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'KO', 'MSFT', 'NFLX', 'NVDA', 'T', 'V', 'VZ']","['AAPL', 'ABT', 'ADBE', 'BRK-B', 'JNJ', 'JPM', 'MA', 'MRK', 'PEP', 'PFE', 'PG', 'UNH', 'WMT', 'XOM']",untrained
368,"['AMZN', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'INTC', 'JPM', 'KO', 'MA', 'MRK', 'PFE', 'PG', 'UNH', 'VZ']","['AAPL', 'ABT', 'ADBE', 'BAC', 'CSCO', 'JNJ', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'T', 'V', 'WMT', 'XOM']",untrained
369,"['ADBE', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'KO', 'MRK', 'NFLX', 'NVDA', 'PG', 'T', 'UNH', 'XOM']","['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'HD', 'MA', 'MSFT', 'PEP', 'PFE', 'V', 'VZ', 'WMT']",untrained
370,"['ABT', 'AMZN', 'BAC', 'BRK-B', 'HD', 'INTC', 'MA', 'MRK', 'MSFT', 'NVDA', 'PG', 'UNH', 'V', 'XOM']","['AAPL', 'ADBE', 'CSCO', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'KO', 'NFLX', 'PEP', 'PFE', 'T', 'VZ', 'WMT']",untrained
371,"['AAPL', 'AMZN', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MSFT', 'NFLX', 'NVDA', 'PG', 'T', 'VZ']","['ABT', 'ADBE', 'BAC', 'CSCO', 'INTC', 'KO', 'MA', 'MRK', 'PEP', 'PFE', 'UNH', 'V', 'WMT', 'XOM']",untrained
372,"['ADBE', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'JPM', 'MA', 'NFLX', 'PEP', 'T', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'JNJ', 'KO', 'MRK', 'MSFT', 'NVDA', 'PFE', 'PG', 'UNH', 'WMT']",untrained
373,"['AAPL', 'ADBE', 'AMZN', 'BRK-B', 'GOOGL', 'HD', 'JNJ', 'MRK', 'PEP', 'PFE', 'T', 'UNH', 'V', 'XOM']","['ABT', 'BAC', 'CSCO', 'DIS', 'INTC', 'JPM', 'KO', 'MA', 'MSFT', 'NFLX', 'NVDA', 'PG', 'VZ', 'WMT']",untrained
374,"['AMZN', 'BAC', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'MA', 'NVDA', 'PG', 'T', 'UNH', 'VZ', 'WMT', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BRK-B', 'DIS', 'HD', 'JPM', 'KO', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PFE', 'V']",untrained
375,"['AAPL', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'JNJ', 'JPM', 'MRK', 'NFLX', 'NVDA', 'PFE', 'PG', 'V', 'VZ']","['ABT', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'KO', 'MA', 'MSFT', 'PEP', 'T', 'UNH', 'WMT', 'XOM']",untrained
376,"['AAPL', 'AMZN', 'BAC', 'GOOGL', 'INTC', 'JPM', 'MA', 'MRK', 'NFLX', 'NVDA', 'PFE', 'PG', 'UNH', 'VZ']","['ABT', 'ADBE', 'BRK-B', 'CSCO', 'DIS', 'HD', 'JNJ', 'KO', 'MSFT', 'PEP', 'T', 'V', 'WMT', 'XOM']",untrained
377,"['AMZN', 'BAC', 'CSCO', 'HD', 'INTC', 'KO', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PG', 'T', 'V', 'VZ']","['AAPL', 'ABT', 'ADBE', 'BRK-B', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'MA', 'PEP', 'PFE', 'UNH', 'WMT', 'XOM']",untrained
378,"['AMZN', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'KO', 'NFLX', 'NVDA', 'PEP', 'T', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'PFE', 'PG', 'UNH', 'WMT']",untrained
379,"['AAPL', 'ABT', 'BRK-B', 'DIS', 'INTC', 'JNJ', 'MA', 'MRK', 'NVDA', 'PFE', 'PG', 'T', 'UNH', 'XOM']","['ADBE', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'JPM', 'KO', 'MSFT', 'NFLX', 'PEP', 'V', 'VZ', 'WMT']",untrained
380,"['AAPL', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MA', 'PG', 'V', 'VZ', 'WMT', 'XOM']","['ABT', 'ADBE', 'BRK-B', 'DIS', 'HD', 'JPM', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'UNH']",untrained
381,"['ABT', 'AMZN', 'CSCO', 'HD', 'JNJ', 'JPM', 'KO', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG', 'UNH', 'V']","['AAPL', 'ADBE', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'MA', 'MRK', 'NVDA', 'T', 'VZ', 'WMT', 'XOM']",untrained
382,"['AAPL', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'KO', 'MA', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PG', 'XOM']","['ABT', 'ADBE', 'CSCO', 'HD', 'INTC', 'JNJ', 'JPM', 'NVDA', 'PFE', 'T', 'UNH', 'V', 'VZ', 'WMT']",untrained
383,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'BAC', 'DIS', 'INTC', 'KO', 'MA', 'MSFT', 'NVDA', 'PEP', 'T', 'WMT']","['BRK-B', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MRK', 'NFLX', 'PFE', 'PG', 'UNH', 'V', 'VZ', 'XOM']",untrained
384,"['AAPL', 'BAC', 'BRK-B', 'CSCO', 'HD', 'JNJ', 'MA', 'MRK', 'NVDA', 'PEP', 'PFE', 'T', 'UNH', 'V']","['ABT', 'ADBE', 'AMZN', 'DIS', 'GOOGL', 'INTC', 'JPM', 'KO', 'MSFT', 'NFLX', 'PG', 'VZ', 'WMT', 'XOM']",untrained
385,"['ABT', 'ADBE', 'BRK-B', 'CSCO', 'GOOGL', 'MRK', 'MSFT', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'VZ', 'WMT']","['AAPL', 'AMZN', 'BAC', 'DIS', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MA', 'NFLX', 'UNH', 'V', 'XOM']",untrained
386,"['ADBE', 'AMZN', 'BAC', 'CSCO', 'HD', 'INTC', 'KO', 'MA', 'MSFT', 'PG', 'T', 'UNH', 'VZ', 'XOM']","['AAPL', 'ABT', 'BRK-B', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'MRK', 'NFLX', 'NVDA', 'PEP', 'PFE', 'V', 'WMT']",untrained
387,"['ABT', 'ADBE', 'INTC', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'T', 'UNH', 'V', 'VZ', 'WMT', 'XOM']","['AAPL', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'HD', 'JNJ', 'JPM', 'KO', 'MA', 'PFE', 'PG']",untrained
388,"['ADBE', 'AMZN', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'KO', 'MA', 'MRK', 'NFLX', 'UNH', 'V', 'XOM']","['AAPL', 'ABT', 'BAC', 'BRK-B', 'CSCO', 'JPM', 'MSFT', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'VZ', 'WMT']",untrained
389,"['AAPL', 'ADBE', 'BRK-B', 'DIS', 'HD', 'JPM', 'MA', 'MSFT', 'NFLX', 'PEP', 'PFE', 'UNH', 'VZ', 'XOM']","['ABT', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MRK', 'NVDA', 'PG', 'T', 'V', 'WMT']",untrained
